name,program_number,model_type,lat,lon,address,phone,contract_type,summer_session
HANOVER PLACE CHILD CARE,1601556,null,40.6885556,-73.982456,"25 HANOVER PLACE BROOKLYN, NY 11201",,PP,
UTOPIA CHILDREN'S CENTER INC.,1601557,null,40.8129197,-73.9468953,"236 WEST 131ST STREET NEW YORK, NY 10027",,PP,open during summer only
RISE UP & WALK ASP @ PS 304,1601558,null,40.6937607,-73.9407315,"280 HART STREET BROOKLYN, NY 11206",,PP,
MAGIC KINGDOM OF SHEEPSHEAD ,1601560,null,40.590522,-73.9521479,"2484 EAST 18  STREET BROOKLYN, NY 11235",(718) 666-5777,PP,
JUNIOR JUNCTION PS & LEARNING,1601561,null,40.162138,-74.033428,"2307 RAILROAD AVE SPRING LAKE HEIGHTS, NJ 07762",,PP,
EPISCOPAL SOCIAL SERVCES@PS197,1601562,null,40.8132983,-73.9378281,"2230 5TH AVE NEW YORK, NY 10037",,PP,
NEW AGE DAY CARE CENTER,1601563,null,40.6845209,-73.883436,"538 JAMAICA AVENUE BROOKLYN, NY 11208",,PP,open during summer only
HOUR EARLY LEARNING PROGRAM,1601567,null,40.760802,-73.940154,"36-11 11TH   STREET LONG ISLAND CITY, NY 11106",(718) 937-4454,PP,
KING-O'S DAY CARE ,1601568,null,40.6600624,-73.9220046,"1097 CLARKSON AVENUE BROOKLYN, NY 11212",,PP,open during summer only
CONG. AIM HABANIM,1601569,null,40.618763,-73.9417624,"3340 KINGS HIGHWAY BROOKLYN, NY 11234",,PP,open during summer only
PARK PLACE DAY CARE INC.,1601570,null,40.673186,-73.950197,"742 NOSTRAND  AVE BROOKLYN, NY 11216",(347) 627-3955,PP,
NEW DORP CHRISTIAN ACADEMY,1601572,null,40.5715611,-74.1147195,"259 ROSE AVENUE STATEN ISLAND, NY 10306",,PP,
CASTLE KIDS,1601574,null,40.80504,-72.849481,"1401 MONTAUK HIGHWAY MASTIC, NY 11950",,PP,open during summer only
UNITY TEMPLE OF PEACE,1601575,null,40.8953629,-73.8458246,"1935 BUSSING AVE., BRONX, NY 10466",,PP,
UNITY TEMPLE OF PEACE @ PS 21,1601576,null,40.8879399,-73.8594064,"715 EAST 225TH ST., BRONX, NY 10466",,PP,
NESHAMA PRESCHOOL,1601577,null,40.577872,-73.967545,"2997 OCEAN PARKWAY BROOKLYN, NY 11235",,PP,open during summer only
HAMILTON MADISON HOUSE #6,704903,GH,40.7102655,-74.0073925,"129 FULTON STREET NEW YORK, NY 10038",(212) 962-3408,FF,
HAMILTON MADISON HOUSE #2,704904,GC,40.7108588,-73.9963334,"60 CATHERINE STREET NEW YORK, NY 10038",(212) 962-3408,FF,open during summer only
LITTLE ONES NURSERY & DC,1601578,null,42.8122716,-73.9169873,"1098 PARKWOOD BLVD SCHENECTADY, NY 12308",,PP,open during summer only
JACKSON HEIGHTS ELC-ANNEX 3,1601579,null,40.7530446,-73.8873021,"79-10 34TH AVENUE JACKSON HEIGHTS, NY 11372",,PP,open during summer only
UNITY NEIGHBORHOOD CTR,1601580,null,40.8801246,-73.8365863,"3410 DEREIMER AVE BRONX, NY 10475",,PP,open during summer only
VICTORY KARATE/ASP@PS103,1601581,null,40.8923187,-73.8618979,"4125 CARPENTER AVE BRONX, NY 10466",,PP,open during summer only
"CHARLES PROJECT INC.,",1601585,null,40.8200816,-73.9417606,"214 WEST 142ND ST., NEW YORK, NY 10030",,PP,
NUESTROS NINOS DCC III,349103,GC,40.7122384,-73.9611477,"161 SOUTH 3RD STREET BROOKLYN, NY 11211",,FF,
NUESTROS NINOS 2,349203,GC,40.711913,-73.957756,"243 SOUTH 2ND STREET BROOKLYN, NY 11211",(718) 218-8275,FF,open during summer only
"PRIME TIME ELC, LLC",1601587,null,40.737507,-73.4171502,"270 AIRPORT PLAZA  FARMINGDALE, NY 11735",,PP,open during summer only
YESHIVA BNEI SHIMON YISROEL,1601588,null,40.698784,-73.9545567,"18 WARSOFF PLACE BROOKLYN, NY 11205",,PP,open during summer only
THE BERESHITH CULTURAL INST.,1601589,null,40.908065,-73.836429,"125 S.  FIFTH AVE., WESTCHESTER, NY 10550",,PP,
YESHIVA ADAS YOSEF ELANDA,1601590,null,40.622311,-73.985746,"1825 59TH STREET BROOKLYN, NY 11204",(718) 837-9177,PP,
EPISCOPAL SOC. SERVICE OF NY,1601592,null,40.814799,-73.9352434,"2289 5TH AVENUE   NEW YORK, NY 10037",(212) 283-3100,PP,open during summer only
BNOS MENACHEM,1601593,null,40.6625797,-73.9380221,"739 EAST NEW YORK AVE BROOKLYN, NY 11203",,PP,open during summer only
CHILDREN'S AID SOCIETY ,1601594,null,40.8023147,-73.9468491,"14-32 WEST 118TH ST NEW YORK, NY 10026",(212) 996-1716,PP,open during summer only
"KIDSPACE DAY CARE, INC",1601596,null,40.6541078,-73.9612945,"144 WOODRUFF AVE BROOKLYN, NY 11226",,PP,open during summer only
RIVERDALE NEIGHBORHOOD HOUSE,1601598,null,40.9033697,-73.903839,"5521 MOSHOLU AVENUE BRONX, NY 10471",,PP,open during summer only
BARNEY DAY CARE CENTER INC,1601599,null,40.628798,-74.165175,"472 NETHERLAND AVE STATEN ISLAND, NY 10303",,PP,open during summer only
PEEKSKILL CITY SCHOOLS ASAP,1601601,null,41.2901695,-73.9229208,"0 DEPEW STREET WESTCHESTER, NY 10567",,PP,
GROSVENOR NEIGHBORHOOD ,1601602,null,40.7995205,-73.9661149,"176 WEST 105TH ST NEW YORK, NY 10025",,PP,open during summer only
CHILDREN'S NEST ECE CENTER,1601604,null,40.6603052,-73.5514789,"2350 MERRICK AVE MERRICK, NY 11566",,PP,open during summer only
A CHILD'S PLACE TOO,1601605,null,40.7592639,-73.8680584,"100-17 32 AVENUE EAST ELMHURST, NY 11369",,PP,open during summer only
NY AFTER SCHOOL PROG@ P.S. 30,1601607,null,40.6180283,-74.1331607,"200 WARDWELL AVE. STATEN ISLAND, NY 10314",(646) 457-5438,PP,
VIVA KIDS,1601609,null,40.6081606,-73.9607344,"1207 QUENTIN RD., 2NDFL BROOKLYN, NY 11229",,PP,
"SUNRISE MULTI-CULTURAL, INC",1601610,null,40.6937831,-73.9292021,"1125 BROADWAY BROOKLYN, NY 11221",,PP,
STANLEY ISAACS NEIGHBORHOOD,1601613,null,40.7811802,-73.9462142,"1792 FIRST AVENUE NEW YORK, NY 10128",(212) 360-7625,PP,open during summer only
"PRECIOUS SPIRIT CHILD CARE,INC",1601616,null,40.7310354,-73.6891294,"13 SOUTH 6TH STREET NEW HYDE PARK, NY 11040",,PP,open during summer only
P.S. 152,1601617,GH,40.8600515,-73.9276015,"93 NAGLE AVENUE NEW YORK, NY 10040",(646) 434-2211,FF,
TUTOR TIME,1601619,null,40.7617846,-73.2989028,"80 WEST INDUSTRY CT DEER PARK, NY 11729",,PP,open during summer only
BRIGHT BEGINNING,1601621,null,40.743695,-73.906737,"41-31 58TH STREET WOODSIDE, NY 11377",(718) 274-4769,PP,open during summer only
AIM HABANIM@ABRAHAM LINCOLN,1601624,null,40.5823822,-73.9682211,"2800 OCEAN PARKWAY BROOKLYN, NY 11235",,PP,open during summer only
FRIENDS OF CROWN HEIGHTS #5,1601628,null,40.6394997,-73.9487946,"1886 NOSTRAND AVE BROOKLYN, NY 11226",,PP,open during summer only
"KIDS OF THE FUTURE.,",1601630,null,40.667569,-73.937077,"330 TROY AVE., BROOKLYN, NY 11213",,PP,open during summer only
"MIRACLE ACADEMY.,",1601635,null,40.6609793,-73.9207572,"1141 CLARKSON AVE., BROOKLYN, NY 11212",,PP,
RICHMOND COUNTY DAY CAMP,1601636,null,40.6016495,-74.1767682,"3555 VICTORY BLVD STATEN ISLAND, NY 10314",(718) 761-1492,PP,open during summer only
NYCHA PARKSIDE COMMUNITY CTR,1601637,null,40.8692267,-73.8702274,"2972 BRONX PARK EAST BRONX, NY 10467",(718) 882-0787,PP,open during summer only
BEACH YM/FRIEDBERG JCC,1601639,null,40.5878511,-73.6665631,"310 NATIONAL BLVD. LONG BEACH, NY 11561",(516) 431-2929,PP,open during summer only
OASIS @ THE EARTH SCHOOL M364,1601640,null,40.7237469,-73.9816019,"600 EAST 6TH  STREET NEW YORK, NY 10009",(718) 596-4900,PP,open during summer only
LOVE A LOT # 1 INFANT,1601642,null,40.7187419,-73.9864423,"99 SUFFOLK STREET NEW YORK, NY 10002",,PP,open during summer only
SHOLOM DAY CARE 2,1601645,GC,40.703151,-73.832986,"84-37 118 STREET KEW GARDENS, NY 11415",,FF,open during summer only
QUALITY OF LIFE #2,1601647,null,40.6459719,-73.999015,"4116 8TH AVENUE BROOKLYN, NY 11232",,PP,open during summer only
RIDGEWOOD YMCA COVENANT,1601648,null,40.7032946,-73.8973985,"60-52 CATALPA AVE GLENDALE, NY 11385",,PP,open during summer only
IMANI HOUSE@PS282-ASP,1601649,null,40.676626,-73.9777835,"180 6TH AVENUE BROOKLYN, NY 11217",,PP,
IT'S A SMALL WORLD AFTER ALL,1601651,null,40.848941,-73.8900238,"647 EAST 180 STREET BRONX, NY 10457",,PP,open during summer only
SIMFRAN ACADEMY ,1601653,null,40.6839065,-73.8795306,"93 NORWOOD  AVENUE BROOKLYN, NY 11208",(718) 235-2654,PP,open during summer only
SUNSHINE LEARNING CENTER,1601655,null,40.6944614,-73.7513593,"201-02 LINDEN BLVD. SAINT ALBANS, NY 11412",,PP,open during summer only
CONG. MACHNA SHALVA,1601656,null,40.633629,-73.990819,"1363 50TH STREET BROOKLYN, NY 11219",(347) 558-8422,PP,open during summer only
READY SET LEARN CCC,1601657,null,40.8054476,-73.9345276,"3463-67 3RD AVENUE BRONX, NY 10456",(718) 665-1234,PP,open during summer only
CONG. MISHKAN YECHESKEL,1601660,null,40.6363313,-73.980225,"3918 16TH AVENUE BROOKLYN, NY 11218",,PP,
"KESSER CHAIM, INC",1601661,null,40.622577,-73.987117,"5906 18TH AVENUE BROOKLYN, NY 11230",,PP,open during summer only
YESHIVAT OR HATORAH OF ARAM,1601662,null,40.592013,-73.938787,"2959 AVENUE Y BROOKLYN, NY 11235",,PP,open during summer only
KIDDIE ACADEMY @ BRIGHTWATERS,1601667,null,40.7313048,-73.2744882,"225 HOWELLS RD BAYSHORE, NY 11706",,PP,open during summer only
LONG XING DCC # 2,1601672,null,40.6362804,-74.0097063,"762 59TH STREET BROOKLYN, NY 11220",,PP,open during summer only
1ST IMPRESSION CHILDCARE,1601673,null,40.8282176,-73.9248294,"881 GERARD AVE BRONX, NY 10452",,PP,
ST CATHERINE OF GENOA SCHOOL,1601674,null,40.6525733,-73.9395085,"870 ALBANY AVE BROOKLYN, NY 11203",,PP,
PRE-K CONGREGATION BNAI ISRAEL,1601676,null,40.558924,-74.132871,"45 TWOMBLY AVE., STATEN ISLAND, NY 10306",,PP,
LITTLE BIRDS DAY CARE CENTER,1601677,null,40.6734233,-73.8826832,"490 LINWOOD STREET BROOKLYN, NY 11208",(718) 647-8095,PP,
MAGIC YEARS  DAY CARE CTR.,1601678,null,40.7369253,-73.8722724,"90-20   55  AVENUE ELMHURST, NY 11373",(917) 412-4258,PP,
MAGNAS DAY CARE CENTER,1601679,null,40.665884,-73.9320709,"1662 CARROLL STREET BROOKLYN, NY 11213",,PP,
SOLADE PRECSHOOL,1601680,null,40.6363212,-73.9026223,"1111 EAST 89TH ST., BROOKLYN, NY 11236",,PP,
STUYVESANT HEIGHTS MONTESSORI,1601682,null,40.6834353,-73.9205798,"644 MCDONOUGH ST., BROOKLYN, NY 11233",,PP,
BRONX DAY CARE CENTER,1601684,null,40.8464774,-73.8946749,"559-561 EAST TREMONT AVE BRONX, NY 10457",,PP,
"THE INFANTS & CHILD LEARNING.,",1601685,null,40.6559332,-73.9513126,"670 PARKSIDE AVE., BROOKLYN, NY 11226",,PP,
EASTCHESTER AFTER SCHOOL,1601686,null,40.9554845,-73.8078632,"60 MILL ROAD EASTCHESTER, NY 10709",(914) 961-3717,PP,
"CARING HANDS OF YONKERS, INC",1601688,null,40.9297544,-73.8469732,"30  NEVADA PLACE YONKERS, NY 10708",,PP,
WORLD OF WONDERS,1601689,null,40.6175105,-73.9992167,"7219 NEW UTRECHT AVE BROOKLYN, NY 11228",,PP,open during summer only
GNK NY INC.,1601690,null,40.8706859,-73.8471952,"1334 EAST GUNHILL RD BRONX, NY 10469",,PP,
ANDERSON AREA YMCA,1601691,null,34.496686,-82.6645758,"1100 WEST FRANKLIN ST ANDERSON, SC 29624",,PP,open during summer only
PARKWAY PRESCHOOL,1601699,null,40.6480028,-73.9248203,"5566 KINGS HIGHWAY BROOKLYN, NY 11203",,PP,open during summer only
MI NUEVO MUNDO # 2,1601700,null,40.7567394,-73.9079295,"31-05 51 STREET WOODSIDE, NY 11377",,PP,open during summer only
TALMUD TORAH OHR MOSHE,1601701,null,40.6234212,-73.9864926,"1774 58TH STREET BROOKLYN, NY 11204",,PP,open during summer only
A.A.A. SUMMER  DAY CAMP,1601702,null,40.8777838,-73.8292461,"177 DRIESER  LOOP BRONX, NY 10475",(718) 379-5555,PP,open during summer only
KIDDIE PREP U,1601703,null,40.692651,-73.799413,"108-10 SUTPHIN BLVD JAMAICA, NY 11435",,PP,open during summer only
AMY'S KIDDDIE DAY CARE CTR.,1601704,null,40.65803,-73.9587106,"102 FENIMORE  STREET BROOKLYN, NY 11225",(718) 462-3200,PP,open during summer only
123 LITTLE STEPS,1601706,null,40.6996132,-73.7561802,"198-07 MURDOCK AVE SAINT ALBANS, NY 11412",,PP,open during summer only
LITTLE CHILDREN OF GOD ,1601707,null,40.488224,-74.480587,"870 HAMILTON STREET SOMERSET, NJ 08873",,PP,open during summer only
BCC AFTERSCHOOL CT#2 @ PS 138,1601708,null,40.6599832,-73.7344343,"251-11 WELLER AVENUE ROSEDALE, NY 11422",,PP,open during summer only
STILLWELL AVE PREP SCHOOL INC,1601709,null,40.6141899,-73.9814969,"6420 BAY PARKWAY BROOKLYN, NY 11204",(718) 265-2220,PP,
THE PLAYGROUP EXPERIENCE,1601711,null,40.5461089,-74.1970278,"90 BOULDER  STREET STATEN ISLAND, NY 10312",(718) 967-0494,PP,
WINDSOR ACADEMY,1601713,null,41.470731,-74.02713,"271 QUASSAICK AVE NEW WINDSOR, NY 12553",,PP,open during summer only
ST. STEPHEN'S LUTH CHURCH SCH.,1601714,null,40.639649,-73.950023,"2806 NEWKIRK AVE., BROOKLYN, NY 11226",,PP,
KIDDY KORNER,1601716,null,40.6744023,-73.7290005,"243-37 MERRICK BLVD. ROSEDALE, NY 11422",,PP,open during summer only
KIDDY KORNER PREP,1601717,null,40.7191144,-73.7640883,"197-25 HILLSIDE AVE HOLLIS, NY 11423",,PP,open during summer only
ALL CHILDREN'S CHILD CARE ,1601718,null,40.76389,-73.922531,"32-04 31ST AVE LONG ISLAND CITY, NY 11106",,PP,open during summer only
ADVENTURELAND INFANT TODDLER,1601719,null,40.7636512,-73.9226085,"32-04 31ST AVENUE LONG ISLAND CITY, NY 11106",(718) 777-6664,PP,open during summer only
KREATIVE KARE TOO NURSERY SCH ,1601721,null,40.697497,-73.915538,"541 KNICKERBOCKER AVE., BROOKLYN, NY 11221",,PP,
A  TO  Z  DAY CARE CENTER.,1601723,null,40.6011549,-73.9368645,"3053 AVENUE  U BROOKLYN, NY 11229",(718) 368-1234,PP,
SAFE HAVEN LEARNING ACADEMY,1601724,null,33.6026272,-84.4311952,"5595 RIVERDALE RD.  CLAYTON, GA 30349",,PP,open during summer only
YORK  COLLEGE CHILD CARE CTR,1601726,null,40.7025783,-73.7982568,"94-12 160  STREET JAMAICA, NY 11433",(718) 262-2930,PP,
"KONVA, INC/ELITE DAY CARE",1601727,null,40.5976351,-74.0757301,"990 HYLAN  BLVD STATEN ISLAND, NY 10305",(718) 448-5075,PP,
CAMBRIA HEIGHTS CHRISTIAN,1601728,null,40.694731,-73.739642,"220-12 LINDEN BLVD. CAMBRIA HEIGHTS, NY 11411",(718) 276-5920,PP,open during summer only
RING AROUND THE ROSIE PRE SCH,1601730,null,40.6225785,-74.0054307,"7104 13TH  AVENUE BROOKLYN, NY 11228",(718) 492-7464,PP,
BUTTERFLY  DAY CARE CENTER,1601736,null,40.5841264,-73.9529244,"2770 EAST 16TH  STREET BROOKLYN, NY 11235",(718) 677-9343,PP,
TIABRI'S HARVEST PRE-SCHOOL,1601737,null,40.630166,-74.1055769,"549 BARD AVENUE STATEN ISLAND, NY 10310",,PP,open during summer only
"SHALOM DAY CARE, INC.",1601739,null,40.6115036,-73.9436057,"2989 NOSTRAND AVE., BROOKLYN, NY 11229",,PP,
UNITY TEMPLE OF PEACE@PS 21,1601740,null,40.8879399,-73.8594064,"715 EAST 225TH STREET BRONX, NY 10466",(718) 994-8400,PP,
TALMUD TORAH OF KASHO,1601741,null,40.7060612,-73.9518746,"324 PENN STREET BROOKLYN, NY 11211",(718) 475-1177,PP,open during summer only
BUMBLEBEE'S  R- US,1601742,null,40.6086996,-74.1526954,"2734 VICTORY BLVD. STATEN ISLAND, NY 10314",,PP,open during summer only
"ME-N- MY TOTS, INC.,",1601744,null,40.6166418,-74.0813098,"141 PARKHILL AVE., STATEN ISLAND, NY 10304",,PP,
"STEPS TO SUCCESS II,LLC",1601745,null,40.5609899,-74.1198407,"2975 HYLAN BLVD. STATEN ISLAND, NY 10306",,PP,
GARVEY LEARNING CENTER,1601746,null,40.8780453,-73.8331067,"950 BAYCHESTER  AVE BRONX, NY 10475",(718) 379-7900,PP,
MASJID ABDUL-MUHSI KHALIFAH,1601747,null,40.6839952,-73.9543302,"1174 BEDFORD AVE., BROOKLYN, NY 11216",,PP,
RIVERDALE NEIGHBORHOOD HOUSE,1601748,null,40.9037385,-73.9034586,"5555 MOSHOLU AVE BRONX, NY 10471",,PP,open during summer only
EARLY SUNRISE PRESCHOOL,1601750,null,40.7145129,-73.774803,"187-08 HILLSIDE AVENUE JAMAICA, NY 11432",,PP,open during summer only
LITTLE RASCALS PRE-SCHOOL,1601751,null,40.7513154,-73.8218131,"137-40 45 AVENUE FLUSHING, NY 11355",,PP,
KIDDIE ACADEMY OF LITTLE NECK,1601752,null,40.7699938,-73.7355263,"252-20 NORTHERN BLVD. LITTLE NECK, NY 11362",(718) 229-2829,PP,open during summer only
ANGELS OF WEBSTER   CCP,1601753,null,40.8487073,-73.8998723,"1940 WEBSTER  AVE BRONX, NY 10457",(718) 666-1355,PP,open during summer only
BABY GENIUS DAYCARE CTR INC,1601754,null,40.6209239,-73.9274065,"2082 UTICA  AVE BROOKLYN, NY 11234",(347) 312-5277,PP,
"PROMISE WORLD DAY CARE, INC",1601755,null,40.6139305,-73.9545588,"1968 OCEAN AVE., BROOKLYN, NY 11230",,PP,
UNITED EDUCARE PRESHOOL,1601756,null,40.8849463,-73.8549301,"3936 BRONXWOOD AVE BRONX, NY 10466",,PP,
JAMAICA YMCA AFTER SCHOOL,1601757,null,40.7049981,-73.8012164,"89-25 PARSONS BLVD-2ND FL JAMAICA, NY 11432",,PP,
WOODBRIDGE CHILD CARE CENTER,1601758,null,40.5783173,-74.2802914,"238 AVENEL STREET AVENEL, NJ 07001",,PP,open during summer only
HAND AND HEARTS LEARNING CTR,1601759,null,40.6668662,-73.913115,"564 THOMAS BOYLAND  ST BROOKLYN, NY 11212",(718) 385-1718,PP,
TASHBAR,1601760,null,40.6950642,-73.9581353,"128 FRANKLIN AVE BROOKLYN, NY 11205",,PP,open during summer only
THE WRIGHT  CAUSE  INC,1601761,null,40.5771391,-73.9856484,"2865 WEST  19TH ST BROOKLYN, NY 11224",(718) 764-9017,PP,
OUR LADY OF THE ASSUMPTION,1601762,null,40.8453749,-73.8272185,"1617 PARKVIEW AVE BRONX, NY 10461",(718) 829-1706,PP,
SUNNY  SKIES  PRE-SCHOOL,1601763,GC,40.6437077,-73.9974429,"969 43RD  STREET.    1ST BROOKLYN, NY 11219",(718) 438-7040,FF,open during summer only
MAKING A DIFFERENCE DC INC.,1601764,null,40.6526349,-73.911162,"670 ROCKAWAY PKWY., BROOKLYN, NY 11236",,PP,open during summer only
"KIDDIE CASTLE CHRISTIAN DC,INC",1601767,null,40.661117,-73.917598,"280 GRAFTON STREET BROOKLYN, NY 11212",,PP,open during summer only
CRESTWOOD ACADEMY,1601770,null,33.5445051,-84.3417648,"7721 MT ZION BLVD. JONESBORO, GA 30236",,PP,open during summer only
GRAHAM-WINDHAM,1601773,null,40.8155936,-73.8852377,"730 BRYANT AVE., BRONX, NY 10474",,PP,
MIDDLETOWN DAY NURSERY,1601774,null,41.4455668,-74.4170429,"66 E. MAIN STREET MIDDLETOWN, NY 10940",,PP,open during summer only
ACORN CHILDREN'S CENTER,1601775,null,39.292651,-84.413469,"3254 E. KEMPER RD CINCINATTI, OH 45241",,PP,open during summer only
MO'JAYS AFTER SCHOOL,1601776,null,40.7038376,-73.7687266,"188-04 LIBERTY AVENUE SAINT ALBANS, NY 11412",,PP,open during summer only
PLAY AND LEARN,1601777,null,40.7144168,-73.8853297,"66-06 70 STREET MIDDLE VILLAGE, NY 11379",,PP,open during summer only
"PRESTIGE KIDS., INC.",1601778,null,40.623343,-73.938111,"1894 FLATBUSH AVE., BROOKLYN, NY 11210",,PP,
LUTHERAN CHURCH OF THE ,1601780,null,40.7054799,-73.6367497,"35 FULTON AVENUE HEMPSTEAD, NY 11550",,PP,open during summer only
SACRED PATRIARCHAL MONASTERY,1601781,null,40.771648,-73.903923,"42-11 DITMARS BLVD., LONG ISLAND CIT, NY 11105",,PP,
COLONIAL YOUTH & FAMILY SERV.,1601782,null,40.8074356,-72.8224679,"201 MONTAUK HIGHWAY MORICHES, NY 11955",,PP,open during summer only
FRANCIS EDUCATION CENTER,1601783,null,40.7625,-73.785032,"38-03 FRANCIS LEWIS BLVD., BAYSIDE, NY 11361",(718) 229-5357,PP,
TRADITIONAL EDUCATIONAL CTR ,1601784,GC,40.6877873,-73.9185616,"1469 BROADWAY BROOKLYN, NY 11221",(718) 443-2577,FF,open during summer only
LIGHT & LOVE HOME,1601785,null,40.638474,-74.0058897,"812 54TH STREET BROOKLYN, NY 11220",,PP,open during summer only
STATEN ISLAND COMMUNITY CTR.,1601789,null,40.5819222,-74.098854,"219 JEFFERSON AVENUE STATEN ISLAND, NY 10306",(718) 979-5331,PP,open during summer only
PORT WASHINGTON CHILDREN'S CTR,1601791,null,40.8307448,-73.6962848,"232 MAIN STREET., PORT WASHINGTON, NY 11050",,PP,
THE JOY OF LEARNING CDC,1601792,null,40.6889749,-73.9236545,"992 GATES AVENUE-3 BROOKLYN, NY 11221",,PP,open during summer only
TUTOR TIME,1601793,null,40.7980453,-73.1735524,"1305 SUFFOLK AVE ISLANDIA, NY 11749",,PP,open during summer only
FUNDAY DAY CARE CENTER,1601794,null,40.7501458,-73.8051517,"47-49 162ND  STREET FLUSHING, NY 11358",(718) 460-8552,PP,
DEVOTED PARENTS ASSOC. CAMP,1601797,null,40.6981608,-73.714116,"471 ELMONT ROAD FLORAL PARK, NY 11003",(718) 949-2816,PP,open during summer only
YES WE CAN DAY CARE CENTER INC,1601800,null,40.6567668,-73.905087,"185 HEGEMAN  AVENUE BROOKLYN, NY 11212",(718) 257-3025,PP,
NEW BEGINNINGS OUTREACH,1601801,null,40.6692279,-73.789315,"126-22 150  STREET JAMAICA, NY 11436",(347) 738-1096,PP,open during summer only
YOUNG VIDEO GAMES DAY CAMP,1601802,null,40.6686102,-73.9078291,"68 BELMONT  AVENUE BROOKLYN, NY 11212",(917) 864-1196,PP,open during summer only
SMALL WONDERS CHILD CARE CTR.,1601804,null,40.8204846,-73.2195122,"250 VETERAN'S MEM. HWY HAUPPAUGE, NY 11788",,PP,open during summer only
LITTLE FRIEND'S ACADEMY,1601805,null,40.7655004,-73.8091878,"35-10 156TH STREET LINDEN HILL, NY 11354",(212) 886-6502,PP,open during summer only
URBAN NEIGHBORHOOD  ,1601806,null,40.8777603,-73.8497492,"3480 SEYMOUR AVENUE BRONX, NY 10469",(718) 653-2195,PP,
SUPERKIDS,1601808,null,40.6814738,-73.9581086,"1068 FULTON  STREET BROOKLYN, NY 11238",(347) 662-4088,PP,open during summer only
SUPERKIDS,1601809,null,40.6814738,-73.9581086,"1068 FULTON STREET BROOKLYN, NY 11238",(347) 584-5008,PP,open during summer only
"STRAWBERRY PATCH II, INC",1601810,null,40.6578323,-73.8982365,"1743 LINDEN BLVD. BROOKLYN, NY 11207",,PP,open during summer only
FIRST STEPPING STONE CC INC,1601811,null,40.651537,-73.939392,"4017 CHURCH AVE BROOKLYN, NY 11203",(347) 309-9493,PP,open during summer only
LITTLE ANGELS # 6,1601813,null,40.6701286,-73.9368175,"272 TROY  AVE BROOKLYN, NY 11213",(718) 469-0229,PP,
PEOPLE'S DAY CARE,1601814,null,40.6775693,-73.9038324,"2 VAN SINDEREN STREET BROOKLYN, NY 11207",,PP,open during summer only
OUR CHDRN THE LDRS OF TOMRW 1,1601816,null,40.6948631,-73.9518333,"756 MYRTLE AVE., BROOKLYN, NY 11206",(718) 643-8201,PP,
MY BEST DAY CAMP@ P.S.69 ,1601819,null,40.7487993,-73.8884638,"77-02 37TH  AVE JACKSON HEIGHTS, NY 11372",(718) 476-6923,PP,
BROKKLYN TEMPLE SDA,1601820,null,40.6978586,-73.9377603,"3 LEWIS AVE BROOKLYN, NY 11206",,PP,
VICTORIOUS CHRISTIAN DAYCARE,1601821,null,40.6369789,-74.135316,"21 HARRISON AVENUE STATEN ISLAND, NY 10302",,PP,open during summer only
"PAGE ACADEMY, INC",1601822,null,40.7488405,-74.195849,"530-532 CENTRAL AVE NEWARK, NJ 07107",,PP,
LIL FOOTPRINTS. LTD,1601823,null,40.6088535,-73.993527,"7805 20TH AVENUE BROOKLYN, NY 11214",(917) 903-7838,PP,
ROYAL CROWN DAY CARE,1601824,null,40.5892722,-73.9598872,"1018 AVENUE  Y BROOKLYN, NY 11235",,PP,open during summer only
YOUNG LEADERS DAY CARE CORP,1601825,null,40.628574,-73.943664,"1708 FLATBUSH AVENUE BROOKLYN, NY 11210",2525588,PP,open during summer only
MT PLEASANT CHILDREN'S VILLAGE,1601826,null,39.446195,-84.367374,"230 SEMINARY DRIVE MONROE, OH 45050",,PP,open during summer only
VIP DAY CARE CENTER,1601827,null,40.684104,-73.845535,"95-06 101 AVENUE OZONE PARK, NY 11416",,PP,open during summer only
PLEASANT LEARN-N-PLAY,1601828,null,40.6819505,-73.766113,"126-03 MERRICK BLVD ROCHDALE VILLAG, NY 11434",,PP,open during summer only
LATINO PASTORAL ACTION CTR,1601829,null,40.8383127,-73.9182864,"15 EAST  CLARK PLACE BRONX, NY 10452",(347) 591-3711,PP,
DIKI'S  DAY  CARE.INC,1601830,null,40.7617646,-73.9163595,"30-81 STEINWAY STREET  QUEENS, NY 11103",(718) 278-1033,PP,
PEACE  ACADEMY,1601831,null,40.758365,-73.8244069,"142-30 BARCLAY  AVENUE FLUSHING, NY 11355",(917) 861-2188,PP,open during summer only
PEACE SUMMER BASKETBALL INC.,1601832,null,40.758365,-73.8244069,"142-30 BARCLAY   AVENUE FLUSHING, NY 11355",(917) 861-2188,PP,open during summer only
KCS EDUCATION DEVELOPMENT,1601834,null,40.7639397,-73.806619,"35-56 159TH STREET FLUSHING, NY 11358",,PP,open during summer only
YMCA OF GREATER BERGEN COUNTRY,1601836,null,40.9007804,-74.0435375,"105 GRAND AVENUE HACKENSACK, NJ 07601",,PP,
MOST TERRIFIC CHILD,1601839,null,40.6126191,-74.071045,"555 TOMPKINS  AVENUE STATEN ISLAND, NY 10305",(718) 273-0334,PP,open during summer only
SMILES AROUND US FOR INF/TOD ,1601840,null,40.5912861,-74.0672876,"343 SAND LANE STATEN ISLAND, NY 10305",(718) 442-4853,PP,
